episodes,mean timesteps,mean reward,median reward,min reward,max reward,mc action
27500,173.48,-0.34,-1.0,-1,1,0
27600,173.47,-0.34,-1.0,-1,1,0
27700,173.55,-0.42,-1.0,-1,1,0
27800,173.52,-0.56,-1.0,-1,1,0
27900,173.5,-0.32,-1.0,-1,1,0
28000,173.5,-0.44,-1.0,-1,1,0
28100,173.5,-0.52,-1.0,-1,1,0
28200,173.49,-0.5,-1.0,-1,1,0
28300,173.5,-0.26,-1.0,-1,1,0
28400,173.53,-0.52,-1.0,-1,1,0
28500,173.53,-0.46,-1.0,-1,1,0
28600,173.52,-0.38,-1.0,-1,1,0
28700,173.47,-0.32,-1.0,-1,1,0
28800,173.5,-0.38,-1.0,-1,1,0
28900,173.51,-0.64,-1.0,-1,1,0
29000,173.51,-0.4,-1.0,-1,1,0
29100,173.52,-0.52,-1.0,-1,1,0
29200,173.5,-0.5,-1.0,-1,1,0
29300,173.52,-0.66,-1.0,-1,1,0
29400,173.5,-0.54,-1.0,-1,1,0
29500,173.53,-0.52,-1.0,-1,1,0
29600,173.53,-0.38,-1.0,-1,1,0
29700,173.51,-0.46,-1.0,-1,1,0
29800,173.55,-0.62,-1.0,-1,1,0
29900,173.52,-0.46,-1.0,-1,1,0
30000,173.49,-0.42,-1.0,-1,1,0
30100,173.51,-0.48,-1.0,-1,1,0
30200,173.53,-0.44,-1.0,-1,1,0
30300,173.55,-0.5,-1.0,-1,1,0
30400,173.6,-0.54,-1.0,-1,1,0
30500,173.64,-0.46,-1.0,-1,1,0
30600,173.63,-0.54,-1.0,-1,1,0
30700,173.56,-0.32,-1.0,-1,1,0
30800,173.51,-0.3,-1.0,-1,1,0
30900,173.49,-0.46,-1.0,-1,1,0
31000,173.48,-0.46,-1.0,-1,1,0
31100,173.48,-0.54,-1.0,-1,1,0
31200,173.44,-0.36,-1.0,-1,1,0
31300,173.41,-0.64,-1.0,-1,1,0
31400,173.42,-0.48,-1.0,-1,1,0
31500,173.4,-0.48,-1.0,-1,1,0
31600,173.39,-0.52,-1.0,-1,1,0
31700,173.38,-0.42,-1.0,-1,1,0
31800,173.37,-0.42,-1.0,-1,1,0
31900,173.39,-0.42,-1.0,-1,1,0
32000,173.44,-0.44,-1.0,-1,1,0
32100,173.49,-0.24,-1.0,-1,1,0
32200,173.53,-0.46,-1.0,-1,1,0
32300,173.53,-0.54,-1.0,-1,1,0
32400,173.5,-0.54,-1.0,-1,1,0
32500,173.5,-0.44,-1.0,-1,1,0
32600,173.46,-0.6,-1.0,-1,1,0
32700,173.51,-0.4,-1.0,-1,1,0
32800,173.49,-0.5,-1.0,-1,1,0
32900,173.46,-0.5,-1.0,-1,1,0
33000,173.45,-0.56,-1.0,-1,1,0
33100,173.44,-0.34,-1.0,-1,1,0
33200,173.38,-0.48,-1.0,-1,1,0
33300,173.38,-0.48,-1.0,-1,1,0
33400,173.42,-0.6,-1.0,-1,1,0
33500,173.43,-0.6,-1.0,-1,1,0
33600,173.48,-0.52,-1.0,-1,1,0
33700,173.46,-0.36,-1.0,-1,1,0
33800,173.45,-0.52,-1.0,-1,1,0
33900,173.47,-0.34,-1.0,-1,1,0
34000,173.48,-0.46,-1.0,-1,1,0
34100,173.43,-0.5,-1.0,-1,1,0
34200,173.45,-0.48,-1.0,-1,1,0
34300,173.49,-0.56,-1.0,-1,1,0
34400,173.49,-0.46,-1.0,-1,1,0
34500,173.45,-0.52,-1.0,-1,1,0
34600,173.45,-0.42,-1.0,-1,1,0
34700,173.43,-0.52,-1.0,-1,1,0
34800,173.49,-0.48,-1.0,-1,1,0
34900,173.5,-0.52,-1.0,-1,1,0
35000,173.5,-0.58,-1.0,-1,1,0
35100,173.51,-0.56,-1.0,-1,1,0
35200,173.47,-0.56,-1.0,-1,1,0
35300,173.45,-0.44,-1.0,-1,1,0
35400,173.39,-0.34,-1.0,-1,1,0
35500,173.4,-0.4,-1.0,-1,1,0
35600,173.39,-0.46,-1.0,-1,1,0
35700,173.36,-0.32,-1.0,-1,1,0
35800,173.35,-0.46,-1.0,-1,1,0
35900,173.33,-0.48,-1.0,-1,1,0
36000,173.34,-0.24,-1.0,-1,1,0
36100,173.36,-0.46,-1.0,-1,1,0
