episodes,mean timesteps,mean reward,median reward,min reward,max reward,mc action
39600,97.59,-0.48,-1.0,-1,1,4
39700,97.76,-0.5,-1.0,-1,1,4
39800,97.93,-0.34,-1.0,-1,1,4
39900,98.11,-0.54,-1.0,-1,1,4
40000,98.34,-0.48,-1.0,-1,1,4
40100,98.57,-0.48,-1.0,-1,1,4
40200,98.78,-0.38,-1.0,-1,1,4
40300,98.87,-0.58,-1.0,-1,1,4
40400,98.85,-0.74,-1.0,-1,1,4
40500,98.66,-0.96,-1.0,-1,1,4
40600,98.48,-1.0,-1.0,-1,-1,4
40700,98.42,-0.74,-1.0,-1,1,4
40800,98.42,-0.68,-1.0,-1,1,4
40900,98.51,-0.58,-1.0,-1,1,4
41000,98.65,-0.42,-1.0,-1,1,4
41100,98.75,-0.5,-1.0,-1,1,4
41200,98.92,-0.52,-1.0,-1,1,4
41300,99.08,-0.48,-1.0,-1,1,4
41400,99.21,-0.3,-1.0,-1,1,4
41500,99.4,-0.5,-1.0,-1,1,4
41600,99.6,-0.52,-1.0,-1,1,4
41700,99.77,-0.44,-1.0,-1,1,4
41800,99.99,-0.54,-1.0,-1,1,4
41900,100.17,-0.52,-1.0,-1,1,4
42000,100.38,-0.46,-1.0,-1,1,4
42100,100.53,-0.44,-1.0,-1,1,4
42200,100.67,-0.48,-1.0,-1,1,4
42300,100.83,-0.46,-1.0,-1,1,4
42400,101.0,-0.44,-1.0,-1,1,4
42500,101.17,-0.42,-1.0,-1,1,4
42600,101.36,-0.4,-1.0,-1,1,4
42700,101.49,-0.46,-1.0,-1,1,4
42800,101.67,-0.44,-1.0,-1,1,4
42900,101.86,-0.48,-1.0,-1,1,4
43000,102.01,-0.3,-1.0,-1,1,4
43100,102.16,-0.44,-1.0,-1,1,4
43200,102.35,-0.54,-1.0,-1,1,4
43300,102.51,-0.34,-1.0,-1,1,4
43400,102.71,-0.5,-1.0,-1,1,4
43500,102.88,-0.6,-1.0,-1,1,4
43600,103.05,-0.48,-1.0,-1,1,4
43700,103.21,-0.52,-1.0,-1,1,4
43800,103.38,-0.54,-1.0,-1,1,4
43900,103.56,-0.42,-1.0,-1,1,4
44000,103.76,-0.54,-1.0,-1,1,4
44100,103.92,-0.5,-1.0,-1,1,4
44200,104.11,-0.42,-1.0,-1,1,4
44300,104.32,-0.52,-1.0,-1,1,4
44400,104.48,-0.32,-1.0,-1,1,4
44500,104.64,-0.4,-1.0,-1,1,4
44600,104.77,-0.48,-1.0,-1,1,4
44700,104.95,-0.52,-1.0,-1,1,4
44800,105.12,-0.46,-1.0,-1,1,4
44900,105.26,-0.4,-1.0,-1,1,4
45000,105.43,-0.42,-1.0,-1,1,4
45100,105.58,-0.28,-1.0,-1,1,4
45200,105.72,-0.44,-1.0,-1,1,4
45300,105.85,-0.38,-1.0,-1,1,4
45400,105.96,-0.4,-1.0,-1,1,4
45500,106.09,-0.46,-1.0,-1,1,4
45600,106.2,-0.42,-1.0,-1,1,4
45700,106.33,-0.54,-1.0,-1,1,4
45800,106.45,-0.38,-1.0,-1,1,4
45900,106.56,-0.34,-1.0,-1,1,4
46000,106.69,-0.56,-1.0,-1,1,4
46100,106.85,-0.44,-1.0,-1,1,4
46200,106.98,-0.44,-1.0,-1,1,4
46300,107.1,-0.46,-1.0,-1,1,4
46400,107.22,-0.52,-1.0,-1,1,4
46500,107.33,-0.24,-1.0,-1,1,4
46600,107.48,-0.52,-1.0,-1,1,4
46700,107.61,-0.46,-1.0,-1,1,4
46800,107.75,-0.48,-1.0,-1,1,4
46900,107.9,-0.36,-1.0,-1,1,4
47000,108.04,-0.34,-1.0,-1,1,4
47100,108.17,-0.54,-1.0,-1,1,4
47200,108.33,-0.52,-1.0,-1,1,4
47300,108.42,-0.24,-1.0,-1,1,4
47400,108.53,-0.46,-1.0,-1,1,4
47500,108.65,-0.44,-1.0,-1,1,4
47600,108.74,-0.48,-1.0,-1,1,4
47700,108.76,-0.62,-1.0,-1,1,4
47800,108.88,-0.64,-1.0,-1,1,4
47900,108.82,-0.72,-1.0,-1,1,4
48000,108.86,-0.62,-1.0,-1,1,4
48100,108.97,-0.46,-1.0,-1,1,4
48200,109.12,-0.46,-1.0,-1,1,4
48300,109.27,-0.56,-1.0,-1,1,4
48400,109.42,-0.48,-1.0,-1,1,4
48500,109.59,-0.54,-1.0,-1,1,4
48600,109.69,-0.2,-1.0,-1,1,4
48700,109.78,-0.34,-1.0,-1,1,4
48800,109.95,-0.32,-1.0,-1,1,4
48900,110.09,-0.42,-1.0,-1,1,4
49000,110.21,-0.54,-1.0,-1,1,4
49100,110.31,-0.38,-1.0,-1,1,4
49200,110.45,-0.46,-1.0,-1,1,4
49300,110.59,-0.5,-1.0,-1,1,4
49400,110.73,-0.62,-1.0,-1,1,4
49500,110.85,-0.44,-1.0,-1,1,4
49600,111.0,-0.38,-1.0,-1,1,4
49700,111.1,-0.44,-1.0,-1,1,4
49800,111.24,-0.48,-1.0,-1,1,4
49900,111.36,-0.5,-1.0,-1,1,4
50000,111.48,-0.48,-1.0,-1,1,4
50100,111.62,-0.42,-1.0,-1,1,4
50200,111.76,-0.54,-1.0,-1,1,4
50300,111.88,-0.52,-1.0,-1,1,4
50400,111.98,-0.36,-1.0,-1,1,4
50500,112.1,-0.38,-1.0,-1,1,4
50600,112.18,-0.44,-1.0,-1,1,4
50700,112.29,-0.46,-1.0,-1,1,4
50800,112.45,-0.68,-1.0,-1,1,4
50900,112.6,-0.5,-1.0,-1,1,4
51000,112.68,-0.32,-1.0,-1,1,4
51100,112.81,-0.54,-1.0,-1,1,4
51200,112.95,-0.54,-1.0,-1,1,4
51300,113.1,-0.44,-1.0,-1,1,4
51400,113.25,-0.44,-1.0,-1,1,4
51500,113.38,-0.42,-1.0,-1,1,4
51600,113.53,-0.44,-1.0,-1,1,4
51700,113.66,-0.42,-1.0,-1,1,4
51800,113.79,-0.42,-1.0,-1,1,4
51900,113.89,-0.38,-1.0,-1,1,4
52000,114.0,-0.38,-1.0,-1,1,4
52100,114.11,-0.42,-1.0,-1,1,4
52200,114.22,-0.4,-1.0,-1,1,4
52300,114.35,-0.56,-1.0,-1,1,4
52400,114.49,-0.24,-1.0,-1,1,4
52500,114.61,-0.66,-1.0,-1,1,4
52600,114.72,-0.56,-1.0,-1,1,4
52700,114.81,-0.5,-1.0,-1,1,4
52800,114.94,-0.34,-1.0,-1,1,4
52900,115.05,-0.46,-1.0,-1,1,4
53000,115.15,-0.54,-1.0,-1,1,4
53100,115.26,-0.38,-1.0,-1,1,4
53200,115.39,-0.44,-1.0,-1,1,4
53300,115.52,-0.62,-1.0,-1,1,4
53400,115.62,-0.6,-1.0,-1,1,4
53500,115.72,-0.6,-1.0,-1,1,4
53600,115.87,-0.68,-1.0,-1,1,4
53700,116.01,-0.42,-1.0,-1,1,4
53800,116.12,-0.36,-1.0,-1,1,4
53900,116.23,-0.46,-1.0,-1,1,4
54000,116.33,-0.42,-1.0,-1,1,4
54100,116.44,-0.6,-1.0,-1,1,4
54200,116.56,-0.54,-1.0,-1,1,4
54300,116.66,-0.44,-1.0,-1,1,4
54400,116.74,-0.4,-1.0,-1,1,4
54500,116.84,-0.46,-1.0,-1,1,4
54600,116.94,-0.52,-1.0,-1,1,4
54700,117.06,-0.38,-1.0,-1,1,4
54800,117.18,-0.5,-1.0,-1,1,4
54900,117.28,-0.5,-1.0,-1,1,4
55000,117.38,-0.42,-1.0,-1,1,4
55100,117.5,-0.52,-1.0,-1,1,4
55200,117.6,-0.38,-1.0,-1,1,4
55300,117.73,-0.5,-1.0,-1,1,4
55400,117.82,-0.36,-1.0,-1,1,4
55500,117.89,-0.36,-1.0,-1,1,4
55600,117.99,-0.54,-1.0,-1,1,4
55700,118.11,-0.42,-1.0,-1,1,4
55800,118.2,-0.52,-1.0,-1,1,4
55900,118.29,-0.54,-1.0,-1,1,4
56000,118.4,-0.5,-1.0,-1,1,4
56100,118.5,-0.38,-1.0,-1,1,4
56200,118.61,-0.42,-1.0,-1,1,4
56300,118.71,-0.42,-1.0,-1,1,4
56400,118.81,-0.26,-1.0,-1,1,4
56500,118.92,-0.32,-1.0,-1,1,4
56600,119.02,-0.36,-1.0,-1,1,4
56700,119.13,-0.42,-1.0,-1,1,4
56800,119.22,-0.48,-1.0,-1,1,4
56900,119.28,-0.4,-1.0,-1,1,4
57000,119.35,-0.26,-1.0,-1,1,4
57100,119.44,-0.38,-1.0,-1,1,4
57200,119.54,-0.26,-1.0,-1,1,4
