episodes,mean timesteps,mean reward,median reward,min reward,max reward,stop,up,left,down,right,bomb
26740, 30.5, -1.0, -1.0, -1, -1, 0.15274949083503056, 0.1955193482688391, 0.19959266802443992, 0.17515274949083504, 0.15274949083503056, 0.12423625254582485
26760, 31.4, -1.0, -1.0, -1, -1, 0.1784452296819788, 0.17314487632508835, 0.18904593639575973, 0.1784452296819788, 0.16607773851590105, 0.11484098939929328
26780, 22.2, -1.0, -1.0, -1, -1, 0.13211845102505695, 0.20273348519362186, 0.17312072892938496, 0.20045558086560364, 0.16856492027334852, 0.12300683371298406
26800, 20.7, -1.0, -1.0, -1, -1, 0.15604395604395604, 0.17582417582417584, 0.2, 0.189010989010989, 0.16263736263736264, 0.11648351648351649
26820, 20.6, -1.0, -1.0, -1, -1, 0.15203426124197003, 0.15631691648822268, 0.18843683083511778, 0.21413276231263384, 0.16059957173447537, 0.1284796573875803
26840, 22.1, -1.0, -1.0, -1, -1, 0.12601626016260162, 0.18902439024390244, 0.20528455284552846, 0.20528455284552846, 0.15040650406504066, 0.12398373983739837
26860, 18.7, -1.0, -1.0, -1, -1, 0.16404494382022472, 0.2, 0.20224719101123595, 0.15955056179775282, 0.14831460674157304, 0.1258426966292135
26880, 26.6, -1.0, -1.0, -1, -1, 0.1301775147928994, 0.15581854043392504, 0.1814595660749507, 0.1932938856015779, 0.20512820512820512, 0.1341222879684418
26900, 20.6, -0.8, -1.0, -1, 1, 0.14136125654450263, 0.18848167539267016, 0.23298429319371727, 0.19109947643979058, 0.13350785340314136, 0.112565445026178
26920, 15.6, -1.0, -1.0, -1, -1, 0.14646464646464646, 0.18434343434343434, 0.19696969696969696, 0.19444444444444445, 0.13383838383838384, 0.14393939393939395
26940, 25.3, -0.8, -1.0, -1, 1, 0.15947467166979362, 0.16322701688555347, 0.1951219512195122, 0.17636022514071295, 0.17448405253283303, 0.13133208255159476
26960, 23.4, -0.8, -1.0, -1, 1, 0.16260162601626016, 0.17560975609756097, 0.21951219512195122, 0.18699186991869918, 0.15934959349593497, 0.0959349593495935
26980, 17.0, -1.0, -1.0, -1, -1, 0.1752808988764045, 0.17752808988764046, 0.19550561797752808, 0.16853932584269662, 0.14831460674157304, 0.1348314606741573
27000, 23.9, -1.0, -1.0, -1, -1, 0.16046511627906976, 0.16279069767441862, 0.2069767441860465, 0.17906976744186046, 0.1697674418604651, 0.12093023255813953
27020, 31.5, -1.0, -1.0, -1, -1, 0.1295238095238095, 0.2, 0.18476190476190477, 0.17714285714285713, 0.17142857142857143, 0.13714285714285715
27040, 28.1, -1.0, -1.0, -1, -1, 0.16872427983539096, 0.19135802469135801, 0.19958847736625515, 0.1728395061728395, 0.15432098765432098, 0.11316872427983539
27060, 17.5, -1.0, -1.0, -1, -1, 0.13157894736842105, 0.1871345029239766, 0.17251461988304093, 0.19883040935672514, 0.14912280701754385, 0.1608187134502924
27080, 22.2, -1.0, -1.0, -1, -1, 0.1740139211136891, 0.15777262180974477, 0.21809744779582366, 0.16241299303944315, 0.16009280742459397, 0.12761020881670534
27100, 21.9, -1.0, -1.0, -1, -1, 0.16377649325626203, 0.15414258188824662, 0.21772639691714837, 0.18497109826589594, 0.16184971098265896, 0.11753371868978806
27120, 24.7, -1.0, -1.0, -1, -1, 0.1457286432160804, 0.18927973199329984, 0.21105527638190955, 0.18257956448911222, 0.152428810720268, 0.11892797319932999
27140, 25.7, -1.0, -1.0, -1, -1, 0.14705882352941177, 0.17254901960784313, 0.19215686274509805, 0.19019607843137254, 0.16666666666666666, 0.13137254901960785
27160, 34.0, -1.0, -1.0, -1, -1, 0.1814516129032258, 0.18548387096774194, 0.1774193548387097, 0.1592741935483871, 0.18346774193548387, 0.11290322580645161
27180, 34.9, -1.0, -1.0, -1, -1, 0.1596330275229358, 0.1779816513761468, 0.1596330275229358, 0.1908256880733945, 0.2, 0.11192660550458716
27200, 27.5, -1.0, -1.0, -1, -1, 0.17608695652173914, 0.1608695652173913, 0.2217391304347826, 0.16521739130434782, 0.15434782608695652, 0.12173913043478261
27220, 14.7, -1.0, -1.0, -1, -1, 0.18503118503118504, 0.1891891891891892, 0.17671517671517672, 0.1496881496881497, 0.1600831600831601, 0.1392931392931393
27240, 21.9, -1.0, -1.0, -1, -1, 0.15, 0.162, 0.212, 0.186, 0.152, 0.138
27260, 20.0, -1.0, -1.0, -1, -1, 0.1308411214953271, 0.17523364485981308, 0.21962616822429906, 0.15186915887850466, 0.1822429906542056, 0.14018691588785046
27280, 26.0, -1.0, -1.0, -1, -1, 0.18161434977578475, 0.19506726457399104, 0.17713004484304934, 0.18161434977578475, 0.14573991031390135, 0.11883408071748879
27300, 16.6, -1.0, -1.0, -1, -1, 0.14324324324324325, 0.1783783783783784, 0.17297297297297298, 0.1783783783783784, 0.1864864864864865, 0.14054054054054055
27320, 18.8, -1.0, -1.0, -1, -1, 0.16523605150214593, 0.15236051502145923, 0.19957081545064378, 0.16952789699570817, 0.19742489270386265, 0.11587982832618025
27340, 28.7, -1.0, -1.0, -1, -1, 0.13871635610766045, 0.18219461697722567, 0.2028985507246377, 0.20910973084886128, 0.14699792960662525, 0.12008281573498965
27360, 19.3, -1.0, -1.0, -1, -1, 0.1676300578034682, 0.16570327552986513, 0.2003853564547206, 0.21001926782273603, 0.13872832369942195, 0.11753371868978806
27380, 27.3, -1.0, -1.0, -1, -1, 0.16666666666666666, 0.16104868913857678, 0.20973782771535582, 0.16853932584269662, 0.18352059925093633, 0.1104868913857678
27400, 25.0, -1.0, -1.0, -1, -1, 0.15520628683693516, 0.19646365422396855, 0.1905697445972495, 0.16306483300589392, 0.1905697445972495, 0.10412573673870335
27420, 31.3, -1.0, -1.0, -1, -1, 0.15789473684210525, 0.17348927875243664, 0.16569200779727095, 0.20272904483430798, 0.17348927875243664, 0.1267056530214425
27440, 21.6, -1.0, -1.0, -1, -1, 0.16829268292682928, 0.1878048780487805, 0.18292682926829268, 0.1902439024390244, 0.13414634146341464, 0.13658536585365855
27460, 19.2, -1.0, -1.0, -1, -1, 0.11888111888111888, 0.1794871794871795, 0.1864801864801865, 0.19114219114219114, 0.18181818181818182, 0.14219114219114218
27480, 24.6, -1.0, -1.0, -1, -1, 0.1811320754716981, 0.20566037735849058, 0.16226415094339622, 0.16037735849056603, 0.1811320754716981, 0.10943396226415095
27500, 22.8, -0.8, -1.0, -1, 1, 0.1597222222222222, 0.1527777777777778, 0.17881944444444445, 0.2152777777777778, 0.16145833333333334, 0.13194444444444445
27520, 26.3, -1.0, -1.0, -1, -1, 0.17034068136272545, 0.17835671342685372, 0.18036072144288579, 0.18236472945891782, 0.17234468937875752, 0.11623246492985972
27540, 39.0, -0.8, -1.0, -1, 1, 0.17246376811594202, 0.1753623188405797, 0.18695652173913044, 0.18695652173913044, 0.17391304347826086, 0.10434782608695652
27560, 21.7, -0.8, -1.0, -1, 1, 0.16304347826086957, 0.16521739130434782, 0.19782608695652174, 0.1782608695652174, 0.15217391304347827, 0.14347826086956522
27580, 25.2, -1.0, -1.0, -1, -1, 0.13921113689095127, 0.1531322505800464, 0.22041763341067286, 0.19953596287703015, 0.16009280742459397, 0.12761020881670534
27600, 29.6, -1.0, -1.0, -1, -1, 0.18076285240464346, 0.15422885572139303, 0.20398009950248755, 0.1857379767827529, 0.16417910447761194, 0.1111111111111111
27620, 19.2, -1.0, -1.0, -1, -1, 0.17372881355932204, 0.15677966101694915, 0.23940677966101695, 0.1652542372881356, 0.163135593220339, 0.1016949152542373
27640, 26.3, -0.8, -1.0, -1, 1, 0.17437722419928825, 0.15480427046263345, 0.19572953736654805, 0.16725978647686832, 0.18683274021352314, 0.12099644128113879
27660, 20.8, -1.0, -1.0, -1, -1, 0.15403422982885084, 0.17114914425427874, 0.19559902200489, 0.20293398533007334, 0.16136919315403422, 0.11491442542787286
27680, 22.3, -1.0, -1.0, -1, -1, 0.16046966731898238, 0.17416829745596868, 0.19765166340508805, 0.1643835616438356, 0.1761252446183953, 0.12720156555772993
27700, 36.6, -1.0, -1.0, -1, -1, 0.13769363166953527, 0.1738382099827883, 0.21858864027538727, 0.1721170395869191, 0.17728055077452667, 0.12048192771084337
27720, 23.1, -1.0, -1.0, -1, -1, 0.14425427872860636, 0.17603911980440098, 0.1784841075794621, 0.18092909535452323, 0.19315403422982885, 0.1271393643031785
27740, 22.5, -1.0, -1.0, -1, -1, 0.1425287356321839, 0.16551724137931034, 0.19540229885057472, 0.1724137931034483, 0.20229885057471264, 0.12183908045977011
27760, 20.1, -1.0, -1.0, -1, -1, 0.15789473684210525, 0.19883040935672514, 0.2046783625730994, 0.1617933723196881, 0.15984405458089668, 0.11695906432748537
27780, 26.2, -0.8, -1.0, -1, 1, 0.16551724137931034, 0.15172413793103448, 0.20229885057471264, 0.19770114942528735, 0.15632183908045977, 0.12643678160919541
